self;other;geometry;edge;edge_correction
16186;12749;LINESTRING (134407.2518999996 5915881.6115, 134406.4884000001 5915859.1343);16659;
12750;12749;LINESTRING (134366.1366999997 5915842.3081, 134406.4884000001 5915859.1343);16660;
14984;15786;LINESTRING (133252.0698999995 5915811.2324, 133250.2038000003 5915831.6228, 133248.7983999997 5915863.1322);16664;
13620;15780;LINESTRING (133568.9937000005 5915811.0369, 133563.0338000003 5915848.1816, 133564.0539999995 5915851.7513, 133570.8772999998 5915855.3733);16665;
14500;15503;LINESTRING (134263.8025000002 5915688.2668, 134260.2154000001 5915620.102);16544;
14036;15806;LINESTRING (134079.8300999999 5915756.5455, 134088.5241999999 5915682.9803);18105;
15787;15788;LINESTRING (133186.5347999996 5915867.2884, 133168.6705999998 5915864.9276);18106;
16252;14500;LINESTRING (134373.068 5915683.0516, 134263.8025000002 5915688.2668);18121;
15912;16186;LINESTRING (134380.0174000002 5915906.2524, 134407.2518999996 5915881.6115);18122;
16217;16218;LINESTRING (133982.1880999999 5915743.7261, 134033.5307999998 5915744.8995);18320;
15853;16219;LINESTRING (133435.8382999999 5915709.697, 133449.7537000002 5915609.9792);18323;
16220;15788;LINESTRING (133201.5593999997 5915864.1907, 133168.6705999998 5915864.9276);18324;
16221;16220;LINESTRING (133209.0696999999 5915807.8776, 133201.5593999997 5915864.1907);18325;
16222;15783;LINESTRING (133395.5573000005 5915976.3039, 133412.5722000003 5915858.8455);18326;
14041;12990;LINESTRING (132989.9029000001 5915890.9073, 132986.7852999996 5915921.8863);18386;
14842;13738;LINESTRING (132894.4171000002 5915846.4606, 132870.074 5915851.5765, 132859.9035999998 5915851.2642);17574;
15848;15847;LINESTRING (133845.1189000001 5915923.6338, 133845.0559999999 5915897.428);15477;
15775;15807;LINESTRING (134109.2363 5915843.5108, 134133.7041999996 5915681.8237);15479;
15008;15529;LINESTRING (133678.6777999997 5915922.2105, 133664.9543000003 5916016.1621);16127;
15509;14500;LINESTRING (134265.2883000001 5915730.6027, 134263.8025000002 5915688.2668);15923;
15838;14316;LINESTRING (133285.7225000001 5915971.289, 133296.1583000002 5915875.9094);17502;
14316;15784;LINESTRING (133296.1583000002 5915875.9094, 133302.7823000001 5915861.4435);17503;
15830;15829;LINESTRING (133310.852 5915801.6745, 133291.0822000001 5915818.1447);17504;
15829;15784;LINESTRING (133291.0822000001 5915818.1447, 133302.7823000001 5915861.4435);17505;
15847;15778;LINESTRING (133845.0559999999 5915897.428, 133856.3485000003 5915849.1656);17506;
15850;15777;LINESTRING (133918.2527999999 5915785.8366, 133910.1700999998 5915847.811);17509;
15849;15850;LINESTRING (133925.9473000001 5915745.2101, 133918.2527999999 5915785.8366);17510;
13526;15511;LINESTRING (134058.1738999998 5916091.964, 134054.4254000001 5916064.8517);17650;
15366;15370;LINESTRING (133156.4265000001 5916293.6529, 133152.1540999999 5916166.5564);17656;
16091;16092;LINESTRING (132864.8558 5915697.2255, 132847.2785999998 5915809.78);15699;
16092;15707;LINESTRING (132847.2785999998 5915809.78, 132840.9988000002 5915849.9921);15700;
15185;15186;LINESTRING (132933.7966999998 5916145.4536, 132862.9260999998 5916149.369);15706;
15840;15782;LINESTRING (133453.5313999997 5915984.0751, 133468.2372000003 5915858.141);15329;
15841;15781;LINESTRING (133505.8305000002 5915982.9094, 133521.7242000001 5915856.7147);15330;
15842;15843;LINESTRING (133592.4204000002 5915761.5509, 133584.9096999997 5915812.5695);15331;
15843;13620;LINESTRING (133584.9096999997 5915812.5695, 133568.9937000005 5915811.0369);15332;
14056;16096;LINESTRING (132806.5811999999 5916081.2881, 132814.2357000001 5916024.5291);15616;
13738;15707;LINESTRING (132859.9035999998 5915851.2642, 132840.9988000002 5915849.9921);17735;
131444;12989;LINESTRING (132977.5122999996 5915996.0999, 132974.0422 5915998.6904);15625;
15825;15788;LINESTRING (133181.1146999998 5915780.0161, 133168.6705999998 5915864.9276);15632;
15826;15825;LINESTRING (133208.0025000004 5915779.2845, 133181.1146999998 5915780.0161);15633;
14846;15781;LINESTRING (133546.4949000003 5915855.9872, 133521.7242000001 5915856.7147);15691;
15179;15180;LINESTRING (132911.7368999999 5915963.1081, 132944.6189999999 5915965.5402);15692;
15178;15179;LINESTRING (132871.4787999997 5915960.2552, 132911.7368999999 5915963.1081);15693;
14844;14842;LINESTRING (132885.8295999998 5915900.5264, 132894.4171000002 5915846.4606);15695;
15707;16089;LINESTRING (132840.9988000002 5915849.9921, 132832.7259999998 5915902.9668);15696;
15817;13614;LINESTRING (133655.3002000004 5915708.5216, 133663.6842 5915653.2872);16751;
15828;15830;LINESTRING (133318.7752 5915757.8562, 133310.852 5915801.6745);15326;
15818;15797;LINESTRING (133382.8487999998 5915694.4831, 133395.4862000002 5915610.8552);15291;
15837;15786;LINESTRING (133230.2558000004 5915993.9632, 133248.7983999997 5915863.1322);15324;
15836;15837;LINESTRING (133249.7609999999 5915996.1692, 133230.2558000004 5915993.9632);15325;
13618;15783;LINESTRING (133417.6608999996 5915823.6689, 133412.5722000003 5915858.8455);15327;
15831;13618;LINESTRING (133426.1481999997 5915762.299, 133417.6608999996 5915823.6689);15328;
15914;16185;LINESTRING (134478.1371999998 5915828.8433, 134404.6628 5915805.3911);18333;
16185;16184;LINESTRING (134404.6628 5915805.3911, 134304.5455 5915788.7545);18334;
16184;16183;LINESTRING (134304.5455 5915788.7545, 134277.7638999997 5915797.7767);18335;
15913;15914;LINESTRING (134485.6397000002 5915862.175, 134478.1371999998 5915828.8433);18336;
15915;15914;LINESTRING (134518.7450000001 5915846.5357, 134478.1371999998 5915828.8433);18337;
15916;15915;LINESTRING (134547.6635999996 5915838.7555, 134518.7450000001 5915846.5357);18338;
15917;15916;LINESTRING (134576.4362000003 5915850.9036, 134547.6635999996 5915838.7555);18339;
16183;16182;LINESTRING (134277.7638999997 5915797.7767, 134266.0077999998 5915767.5002);18340;
16182;15509;LINESTRING (134266.0077999998 5915767.5002, 134265.2883000001 5915730.6027);18341;
12749;16185;LINESTRING (134406.4884000001 5915859.1343, 134404.6628 5915805.3911);18342;
15851;13879;LINESTRING (133760.3191999998 5915745.1924, 133744.9709999999 5915852.0476);15483;
15811;13515;LINESTRING (133876.9256999996 5915698.1211, 133891.8657999998 5915599.5512);15737;
15814;15816;LINESTRING (133818.3108999999 5915703.6437, 133826.3437000001 5915652.8538);15738;
15833;15832;LINESTRING (133344.2583999997 5915904.2256, 133352.3499999996 5915898.9822);17433;
15832;15785;LINESTRING (133352.3499999996 5915898.9822, 133357.8213999998 5915860.3618);17434;
13739;14842;LINESTRING (132939.5252999999 5915844.9445, 132894.4171000002 5915846.4606);17383;
14843;13739;LINESTRING (132931.7736999998 5915901.1439, 132939.5252999999 5915844.9445);17384;
16208;13875;LINESTRING (133490.4699999997 5915713.8185, 133505.5252999999 5915609.0789);17395;
16209;15799;LINESTRING (133600.5 5915708.4009, 133606.8616000004 5915650.8717, 133607.1572000002 5915606.4372);17396;
15528;131397;LINESTRING (133633.1651999997 5916059.9262, 133616.9340000004 5916026.2482);13452;
15522;15523;LINESTRING (133741.7046999997 5916128.7295, 133733.0148 5916114.0757, 133730.6421999997 5916075.5234);16628;
14323;15388;LINESTRING (133530.2476000004 5916136.0577, 133532.9989999998 5916117.9436);16561;
15896;15900;LINESTRING (132693.9236000003 5915731.3112, 132708.4343999997 5915635.6957);16335;
15899;15897;LINESTRING (132754.7710999995 5915642.7876, 132735.9715999998 5915765.6193);16336;
14053;15370;LINESTRING (133123.5952000003 5916167.5482, 133152.1540999999 5916166.5564);16653;
15889;13483;LINESTRING (132694.5153000001 5915783.9032, 132680.2652000003 5915878.9928);15865;
16037;13483;LINESTRING (132661.4302000003 5915990.0008, 132680.2652000003 5915878.9928);15868;
15887;15888;LINESTRING (132712.2134999996 5915998.1703, 132730.4123 5915886.78);15871;
15898;15888;LINESTRING (132746.699 5915767.3775, 132730.4123 5915886.78);15872;
15897;15898;LINESTRING (132735.9715999998 5915765.6193, 132746.699 5915767.3775);15873;
16089;16088;LINESTRING (132832.7259999998 5915902.9668, 132779.5291999998 5915894.361);15875;
16088;131457;LINESTRING (132779.5291999998 5915894.361, 132764.0559999999 5915993.2202);15877;
15857;15860;LINESTRING (133556.9883000003 5915955.1209, 133561.4713000003 5915917.7712);16158;
13619;15857;LINESTRING (133553.8804000001 5915975.5156, 133556.9883000003 5915955.1209);16159;
16549;15522;LINESTRING (133744.2426000005 5916199.3883, 133741.7046999997 5916128.7295);16876;
14321;15386;LINESTRING (133405.1242000004 5916157.5202, 133407.9954000004 5916136.7674);16757;
15382;14323;LINESTRING (133531.6398999998 5916197.2347, 133530.2476000004 5916136.0577);17095;
15380;14322;LINESTRING (133469.2777000004 5916213.2886, 133467.0897000004 5916140.6673);17096;
15379;14321;LINESTRING (133407.1333999997 5916229.2814, 133405.1242000004 5916157.5202);17097;
15377;14320;LINESTRING (133345.1414000001 5916245.321, 133341.8266000003 5916167.9884);17098;
15520;16549;LINESTRING (133801.4527000003 5916200.9179, 133744.2426000005 5916199.3883);17391;
15519;15520;LINESTRING (133869.4877000004 5916197.5266, 133801.4527000003 5916200.9179);17392;
15521;15520;LINESTRING (133800.8962000003 5916168.1938, 133801.4527000003 5916200.9179);17393;
15513;15512;LINESTRING (133990.0324999997 5916121.7264, 133989.3738000002 5916102.5622, 133992.7783000004 5916095.5328, 133991.3556000004 5916065.7961);16629;
15384;15369;LINESTRING (133280.6823000005 5916163.8243, 133217.2724000001 5916164.7188);18184;
15391;15390;LINESTRING (134103.7264999999 5916004.9897, 134150.0961999996 5916001.2493);15637;
13880;13622;LINESTRING (133964.7271999996 5915846.7579, 134017.6635999996 5915845.6413);14874;
15515;15516;LINESTRING (133915.4583999999 5916106.6987, 133864.3383999998 5916109.1892);15384;
15375;15384;LINESTRING (133283.3676000005 5916261.4291, 133280.6823000005 5916163.8243);14772;
16087;16088;LINESTRING (132794.2515000002 5915798.0571, 132779.5291999998 5915894.361);15702;
15392;15391;LINESTRING (134069.0690000001 5916007.6591, 134103.7264999999 5916004.9897);15063;
14851;15391;LINESTRING (134107.4999000002 5916061.0428, 134103.7264999999 5916004.9897);15064;
14849;15390;LINESTRING (134156.0255000005 5916074.2447, 134150.0961999996 5916001.2493);15065;
14052;15512;LINESTRING (134036.3017999995 5916063.7135, 133991.3556000004 5916065.7961);15265;
16635;15516;LINESTRING (133868.9435000001 5916190.6594, 133864.3383999998 5916109.1892);15267;
15517;15516;LINESTRING (133812.432 5916111.4175, 133864.3383999998 5916109.1892);15269;
14322;15387;LINESTRING (133467.0897000004 5916140.6673, 133470.0296 5916121.236);16756;
14320;15385;LINESTRING (133341.8266000003 5916167.9884, 133345.2046999997 5916142.379);16758;
14850;14851;LINESTRING (134110.9020999996 5916101.532, 134107.4999000002 5916061.0428);16128;
131452;12985;LINESTRING (132752.2268000003 5916095.1478, 132759.2991000004 5916047.342);143596;
131456;131457;LINESTRING (132769.4806000004 5915993.5982, 132764.0559999999 5915993.2202);143599;
12991;14983;LINESTRING (132992.7865000004 5915859.8698, 132994.2651000004 5915871.2275);143619;
15498;15497;LINESTRING (134218.3205000004 5915723.8532, 134234.4301000005 5915777.9084);14865;
15496;15498;LINESTRING (134201.6478000004 5915656.9905, 134218.3205000004 5915723.8532);14866;
15497;14338;LINESTRING (134234.4301000005 5915777.9084, 134243.2620999999 5915849.2108);14698;
14941;16038;LINESTRING (132648.9291000003 5916146.1405, 132658.2342999997 5916052.5596);15713;
16038;14942;LINESTRING (132658.2342999997 5916052.5596, 132713.0148 5916059.9778);16885;
13864;13865;LINESTRING (132969.2158000004 5916047.8411, 132863.3931999998 5916031.8835);17435;
117848;13608;LINESTRING (132863.7339000003 5916042.8485, 132812.7408999996 5916035.1386);17114;
13865;16096;LINESTRING (132863.3931999998 5916031.8835, 132814.2357000001 5916024.5291);16708;
12986;12985;LINESTRING (132814.7745000003 5916054.2738, 132794.1147999996 5916051.9259, 132759.2991000004 5916047.342);17386;
12988;12987;LINESTRING (132956.9945999999 5916061.5174, 132883.9885999998 5916062.8317);18389;
12987;12986;LINESTRING (132883.9885999998 5916062.8317, 132814.7745000003 5916054.2738);18390;
117847;117848;LINESTRING (132973.1553999996 5916056.8607, 132863.7339000003 5916042.8485);128535;
131378;15399;LINESTRING (134254.9232999999 5915986.1746, 134261.1513 5915973.3735);143516;
14045;117842;LINESTRING (134166.8854 5915975.7981, 134137.9725000001 5915978.0826);128529;
15361;13864;LINESTRING (133024.3153999997 5916046.8685, 132969.2158000004 5916047.8411);16709;
15531;15532;LINESTRING (133467.0937000001 5916031.8006, 133403.6119999997 5916033.8842);15252;
16195;16198;LINESTRING (133002.7585000005 5915715.0717, 133013.4557999996 5915714.5492);18410;
16226;16225;LINESTRING (133908.6769000003 5915930.4799, 133905.1913000001 5915984.2782);18330;
12994;12993;LINESTRING (133031.0939999996 5915633.6122, 133014.4060000004 5915745.526);18383;
15399;1003914;LINESTRING (134261.1513 5915973.3735, 134273.2470000004 5915972.1277, 134272.6763000004 5915964.0812, 134267.8819000004 5915964.6313);13483;
131381;14045;LINESTRING (134167.5475000003 5915968.7217, 134166.8854 5915975.7981);143517;
15526;14848;LINESTRING (133860.1756999996 5916003.9365, 133959.6090000002 5915999.0484);14769;
13600;13601;LINESTRING (133466.9471000005 5916043.2323, 133403.7944 5916045.4215);15986;
14038;14983;LINESTRING (133081.0153000001 5915867.4175, 132994.2651000004 5915871.2275);14638;
13596;13597;LINESTRING (133633.2297999999 5916021.0756, 133611.5953000002 5916026.5523);15982;
15512;15518;LINESTRING (133991.3556000004 5916065.7961, 133981.3548999997 5916064.4626, 133970.9198000003 5916060.2419, 133963.2828000002 5916059.6534, 133921.966 5916061.1679, 133912.7933999998 5916066.789, 133861.6053999998 5916067.5416);16654;
15012;15518;LINESTRING (133813.2199999997 5916069.7591, 133861.6053999998 5916067.5416);16123;
15011;15526;LINESTRING (133780.7495999997 5916006.701, 133860.1756999996 5916003.9365);16124;
15918;15012;LINESTRING (133769.9198000003 5916067.4891, 133813.2199999997 5916069.7591);18343;
131395;13593;LINESTRING (133776.8973000003 5915991.3821, 133778.3997999998 5915996.6544);143529;
16198;16197;LINESTRING (133013.4557999996 5915714.5492, 133008.7670999998 5915746.2494);16657;
13606;15362;LINESTRING (133085.7801999999 5916053.0545, 133085.8024000004 5916045.2901);128540;
13593;13594;LINESTRING (133778.3997999998 5915996.6544, 133723.1398999998 5915999.2836);16872;
16225;16224;LINESTRING (133905.1913000001 5915984.2782, 133929.8229999999 5915984.8187);18329;
13602;13603;LINESTRING (133341.2171999998 5916047.2843, 133276.7403999995 5916049.1859);15987;
15788;15789;LINESTRING (133168.6705999998 5915864.9276, 133138.2604999999 5915865.4586);14636;
12989;12988;LINESTRING (132974.0422 5915998.6904, 132956.9945999999 5916061.5174);18388;
13589;13590;LINESTRING (134118.9869999997 5915979.4313, 134050.4345000004 5915984.9481);17256;
12993;12992;LINESTRING (133014.4060000004 5915745.526, 132999.4173999997 5915846.0437);18384;
13590;13591;LINESTRING (134050.4345000004 5915984.9481, 133958.1525999997 5915990.5717);17018;
15530;15531;LINESTRING (133530.8449999997 5916030.0343, 133467.0937000001 5916031.8006);15366;
15790;13737;LINESTRING (132983.5734000001 5915905.7978, 132992.4807000002 5915846.4368);15698;
13597;15530;LINESTRING (133611.5953000002 5916026.5523, 133530.8449999997 5916030.0343);13448;
15533;15534;LINESTRING (133340.4228999997 5916036.3534, 133276.7955 5916038.4414);15250;
131397;13597;LINESTRING (133616.9340000004 5916026.2482, 133611.5953000002 5916026.5523);143532;
13600;15531;LINESTRING (133466.9471000005 5916043.2323, 133467.0937000001 5916031.8006);128546;
14040;16198;LINESTRING (133016.5745000001 5915692.1123, 133013.4557999996 5915714.5492);18407;
117842;13589;LINESTRING (134137.9725000001 5915978.0826, 134118.9869999997 5915979.4313);128530;
15776;15775;LINESTRING (134064.7764999997 5915846.6968, 134109.2363 5915843.5108);152498;
139952;131382;LINESTRING (134052.7100999998 5915927.5206, 134045.4332999997 5915981.7698);152499;
16096;16089;LINESTRING (132814.2357000001 5916024.5291, 132832.7259999998 5915902.9668);15876;
1003914;13587;LINESTRING (134267.8819000004 5915964.6313, 134268.1394999996 5915968.6751, 134259.9846999999 5915969.6883);17253;
13587;13588;LINESTRING (134259.9846999999 5915969.6883, 134186.1262999997 5915974.7307);17254;
14338;15399;LINESTRING (134243.2620999999 5915849.2108, 134261.1513 5915973.3735);17078;
15004;1003950;LINESTRING (134264.8380000005 5916064.6139, 134267.3733999999 5916107.8831);17079;Terminal
15399;15004;LINESTRING (134261.1513 5915973.3735, 134264.8380000005 5916064.6139);17080;
13622;15776;LINESTRING (134017.6635999996 5915845.6413, 134064.7764999997 5915846.6968);14875;
139952;15776;LINESTRING (134052.7100999998 5915927.5206, 134064.7764999997 5915846.6968);15478;
13588;14045;LINESTRING (134186.1262999997 5915974.7307, 134166.8854 5915975.7981);17255;
16218;13622;LINESTRING (134033.5307999998 5915744.8995, 134017.6635999996 5915845.6413);18321;
15514;15513;LINESTRING (134018.9453999996 5916120.2182, 133990.0324999997 5916121.7264);15266;
16272;13727;LINESTRING (133982.1487999996 5916156.8963, 133916.6673999997 5916187.3478);15268;
13728;13605;LINESTRING (133151.1567000002 5916103.1145, 133146.3760000002 5916053.6111);14778;
