,self,other,edge,edge_correction,geometry
3047,14483,14484,15925,,"LINESTRING (131563.0640000002 5916751.7448, 131497.8233000003 5916765.7769)"
3048,14479,14480,15926,,"LINESTRING (131635.6621000003 5916680.2098, 131608.7247000001 5916692.11)"
3049,14480,14481,15927,,"LINESTRING (131608.7247000001 5916692.11, 131547.0937000001 5916719.704)"
3050,14481,14485,15928,,"LINESTRING (131547.0937000001 5916719.704, 131488.5246000001 5916743.9483)"
3051,13551,13550,16986,,"LINESTRING (131379.9863 5916517.7004, 131424.2603000002 5916561.9325)"
3052,13200,13201,17174,,"LINESTRING (131502.0960999997 5916435.8028, 131553.5888999999 5916485.5768, 131566.2156999996 5916497.7821)"
3053,13198,14136,17115,,"LINESTRING (131602.6710000001 5916459.7579, 131604.2401999999 5916461.5716)"
3054,13195,14136,17116,,"LINESTRING (131622.4024 5916562.1049, 131604.2401999999 5916461.5716)"
3055,13194,14136,17117,,"LINESTRING (131593.4209000003 5916407.4182, 131602.5444999998 5916453.0841, 131604.2401999999 5916461.5716)"
3056,13193,13194,17118,,"LINESTRING (131576.0422999999 5916412.1979, 131593.4209000003 5916407.4182)"
3057,13192,13201,17119,,"LINESTRING (131589.5157000003 5916553.1597, 131566.9705999997 5916499.5764, 131566.2156999996 5916497.7821)"
3058,13191,13551,17120,,"LINESTRING (131365.6913000001 5916528.8941, 131379.9863 5916517.7004)"
3059,13190,13204,17121,,"LINESTRING (131538.6375000002 5916532.7363, 131542.8914999999 5916523.6907, 131544.6035000002 5916520.0504)"
3060,13189,13190,17122,,"LINESTRING (131550.233 5916564.746, 131538.6375000002 5916532.7363)"
3061,13188,13562,17123,,"LINESTRING (131292.0213000001 5916590.071, 131273.2325999998 5916606.6134)"
3062,14950,14951,15603,,"LINESTRING (132214.3679 5916125.4736, 132167.2604 5916017.2092)"
3063,14149,14630,15664,,"LINESTRING (131474.2724000001 5916724.0856, 131469.5290000001 5916712.7948)"
3064,14148,14478,15665,,"LINESTRING (131506.0811999999 5916710.7672, 131498.1886999998 5916691.9659)"
3065,15200,14995,15413,,"LINESTRING (130646.7397999996 5916274.3329, 130569.8221000005 5916269.2124)"
3066,15201,14989,15414,,"LINESTRING (130658.9815999996 5916235.3679, 130572.676 5916230.5915)"
3067,13562,13563,16900,,"LINESTRING (131273.2325999998 5916606.6134, 131288.7155999998 5916674.9753)"
3068,13563,13561,16901,,"LINESTRING (131288.7155999998 5916674.9753, 131328.6818000004 5916665.5848)"
3069,13560,13561,16902,,"LINESTRING (131308.9963999996 5916578.6675, 131328.6818000004 5916665.5848)"
3070,13561,13559,16903,,"LINESTRING (131328.6818000004 5916665.5848, 131365.6612 5916656.6193)"
3071,13558,13559,16904,,"LINESTRING (131345.9758000001 5916569.702, 131365.6612 5916656.6193)"
3072,13559,13557,16905,,"LINESTRING (131365.6612 5916656.6193, 131396.8548999997 5916649.2925)"
3073,13556,13557,16906,,"LINESTRING (131387.1678999998 5916605.2861, 131396.8548999997 5916649.2925)"
3074,13557,13555,16907,,"LINESTRING (131396.8548999997 5916649.2925, 131437.8499999996 5916639.906)"
3075,14482,14483,15666,,"LINESTRING (131557.8388999999 5916739.7128, 131563.0640000002 5916751.7448)"
3076,14147,14483,15667,,"LINESTRING (131616.7432000004 5916740.0998, 131563.0640000002 5916751.7448)"
3077,14146,14480,15668,,"LINESTRING (131616.9622999998 5916721.119, 131608.7247000001 5916692.11)"
3078,14145,14479,15669,,"LINESTRING (131643.7525000004 5916713.5339, 131635.6621000003 5916680.2098)"
3080,13490,15884,16397,,"LINESTRING (132369.8559999997 5915830.2078, 132320.6300999997 5915822.4416)"
3081,13489,13490,16398,,"LINESTRING (132419.3333000001 5915837.9049, 132369.8559999997 5915830.2078)"
3082,15328,15331,16414,,"LINESTRING (131911.2691000002 5916269.7637, 131766.4948000005 5916332.9332)"
3083,14932,14931,16422,,"LINESTRING (132371.2994999997 5916153.8462, 132356.7461000001 5916160.1275)"
3084,14484,14485,16296,,"LINESTRING (131497.8233000003 5916765.7769, 131488.5246000001 5916743.9483)"
3085,14485,14486,16297,,"LINESTRING (131488.5246000001 5916743.9483, 131450.2366000004 5916759.5083)"
3086,14486,14488,16298,,"LINESTRING (131450.2366000004 5916759.5083, 131411.3176999995 5916761.5107, 131408.3536999999 5916761.6632)"
3087,14628,14627,16039,,"LINESTRING (131416.1814000001 5916725.5374, 131420.8558999998 5916704.25)"
3088,15202,16501,15415,,"LINESTRING (130670.1287000002 5916196.5519, 130574.6259000003 5916190.4565)"
3089,14494,14490,16028,,"LINESTRING (131211.6710999999 5916724.3437, 131296.3183000004 5916704.4275)"
3090,14495,14491,16029,,"LINESTRING (131217.8309000004 5916751.7027, 131295.6485000001 5916733.6081)"
3091,14491,14627,16030,,"LINESTRING (131295.6485000001 5916733.6081, 131420.8558999998 5916704.25)"
3092,14490,14623,16031,,"LINESTRING (131296.3183000004 5916704.4275, 131426.7899000002 5916676.6561)"
3093,14493,14487,16032,,"LINESTRING (131312.7002999997 5916797.9705, 131405.1962000001 5916776.3735)"
3094,14496,14492,16033,,"LINESTRING (131227.7390999999 5916790.6843, 131305.8004999999 5916772.5066)"
3095,14492,14489,16034,,"LINESTRING (131305.8004999999 5916772.5066, 131392.3271000003 5916751.5348)"
3096,14626,14623,16035,,"LINESTRING (131423.2603000002 5916693.6221, 131426.7899000002 5916676.6561)"
3097,14627,14626,16036,,"LINESTRING (131420.8558999998 5916704.25, 131423.2603000002 5916693.6221)"
3098,14141,14626,16037,,"LINESTRING (131455.1907000002 5916686.967, 131427.0823999997 5916692.8255, 131423.2603000002 5916693.6221)"
3099,14488,14628,16038,,"LINESTRING (131408.3536999999 5916761.6632, 131416.1814000001 5916725.5374)"
3100,14625,14133,15763,,"LINESTRING (131452.6753000002 5916647.2976, 131451.4360999996 5916646.201, 131448.3958000001 5916643.5106)"
3101,13554,13555,16908,,"LINESTRING (131442.5119000003 5916634.6717, 131437.8499999996 5916639.906)"
3102,13553,13554,16909,,"LINESTRING (131357.5286999997 5916549.7233, 131442.5119000003 5916634.6717)"
3103,13555,14133,16910,,"LINESTRING (131437.8499999996 5916639.906, 131448.3958000001 5916643.5106)"
3104,13552,13554,16911,,"LINESTRING (131468.5223000003 5916606.1765, 131442.5119000003 5916634.6717)"
3105,13550,13552,17140,,"LINESTRING (131424.2603000002 5916561.9325, 131468.5223000003 5916606.1765)"
3106,13549,13552,17141,,"LINESTRING (131488.7822000002 5916577.4425, 131468.5223000003 5916606.1765)"
3107,13548,13549,17142,,"LINESTRING (131403.8346999995 5916493.8801, 131488.7822000002 5916577.4425)"
3108,13547,13548,17143,,"LINESTRING (131390.8789999997 5916506.4105, 131403.8346999995 5916493.8801)"
3109,13205,13206,17144,,"LINESTRING (131438.0670999996 5916468.6256, 131515.3184000002 5916544.6172, 131518.0175999999 5916547.2724)"
3110,13206,13204,17145,,"LINESTRING (131518.0175999999 5916547.2724, 131544.6035000002 5916520.0504)"
3111,13203,13204,17146,,"LINESTRING (131465.5554 5916442.2671, 131536.4460000005 5916512.0234, 131544.6035000002 5916520.0504)"
3112,13202,13203,17147,,"LINESTRING (131447.1502999999 5916457.7198, 131465.5554 5916442.2671)"
3113,13204,13201,17148,,"LINESTRING (131544.6035000002 5916520.0504, 131566.2156999996 5916497.7821)"
3114,14150,14493,16943,,"LINESTRING (131233.8447000002 5916816.3197, 131312.7002999997 5916797.9705)"
3115,13475,14951,16619,,"LINESTRING (132210.8066999996 5915998.8193, 132167.2604 5916017.2092)"
3116,13476,13475,16620,,"LINESTRING (132256.4057999998 5915979.5626, 132210.8066999996 5915998.8193)"
3117,13477,13476,16621,,"LINESTRING (132303.0005999999 5915959.8853, 132256.4057999998 5915979.5626)"
3118,13478,13477,16622,,"LINESTRING (132348.6041999999 5915940.6266, 132303.0005999999 5915959.8853)"
3119,14951,13474,16625,,"LINESTRING (132167.2604 5916017.2092, 132153.9877000004 5916005.0437)"
3122,16048,15907,15942,,"LINESTRING (132338.8174000001 5915712.2427, 132358.9594000001 5915586.7346, 132355.8832999999 5915581.1071)"
3123,15190,16503,17087,,"LINESTRING (130505.2631999999 5916719.6286, 130507.2344000004 5916738.2972)"
3124,16132,16131,17090,,"LINESTRING (131429.7735000001 5916681.1004, 131451.4360999996 5916646.201, 131495.8038999997 5916574.7225)"
3125,16130,16129,13909,,"LINESTRING (131557.2960999999 5916479.8577, 131591.5305000003 5916459.6011, 131602.5444999998 5916453.0841, 131624.0990000004 5916440.3303)"
3126,16131,16130,14965,,"LINESTRING (131495.8038999997 5916574.7225, 131503.4038000004 5916562.998, 131515.3184000002 5916544.6172, 131536.4460000005 5916512.0234, 131553.5888999999 5916485.5768, 131557.2960999999 5916479.8577)"
3127,14068,14453,16508,,"LINESTRING (131757.1864 5916340.614, 131663.1936999997 5916380.7939)"
3128,14453,14452,16514,,"LINESTRING (131663.1936999997 5916380.7939, 131677.0787000004 5916416.0344)"
3130,16499,16500,15416,,"LINESTRING (130698.4447999997 5916155.0025, 130578.2669000002 5916146.0417)"
3131,15907,15908,14847,,"LINESTRING (132355.8832999999 5915581.1071, 132305.7122 5915573.5787)"
3132,15906,15907,14848,,"LINESTRING (132404.5954 5915589.5563, 132355.8832999999 5915581.1071)"
3133,14138,16129,14966,,"LINESTRING (131647.3909999998 5916500.5998, 131624.0990000004 5916440.3303)"
3137,15217,15219,15099,,"LINESTRING (131734.7096999995 5916624.5933, 131698.7500999998 5916617.6992)"
3138,15216,15217,15100,,"LINESTRING (131768.6557 5916631.6566, 131734.7096999995 5916624.5933)"
3139,16278,14215,14825,,"LINESTRING (131992.5857999995 5916634.3014, 131995.841 5916644.2342)"
3140,13675,13676,17251,,"LINESTRING (132305.8492999999 5916081.0124, 132195.4949000003 5916129.7818)"
3141,13674,13675,17252,,"LINESTRING (132422.6103999997 5916031.2135, 132305.8492999999 5916081.0124)"
3142,15320,15886,14839,,"LINESTRING (132187.0486000003 5915856.5885, 132198.3198999995 5915803.6088)"
3143,1003182,1003184,15464,,"LINESTRING (131479.4293999998 5916413.7242, 131468.25 5916405.2512, 131456.4693999998 5916408.617, 131463.6868000003 5916434.5823, 131454.2111 5916437.4918, 131397.8998999996 5916484.3569, 131362.7669000002 5916514.2277, 131310.7640000004 5916557.4086, 131259.5350000001 5916600.2801, 131206.6035000002 5916563.7542, 131172.3991999999 5916533.574, 131144.0762 5916495.0361, 131116.5269999998 5916454.641, 131067.2067999998 5916456.8852, 131043.3076999998 5916429.5488, 130993.5103000002 5916367.0989, 130972.9000000004 5916342.9397, 130952.2638999997 5916322.3036, 130854.6321 5916261.1467, 130823.3430000003 5916243.6248, 130815.3641999997 5916251.6035, 130800.9711999996 5916281.1718, 130790.1370000001 5916281.3007)"
3144,1003185,16132,15663,,"LINESTRING (131394.1655999999 5916836.2411, 131411.3176999995 5916761.5107, 131419.6173 5916725.3501, 131427.0823999997 5916692.8255, 131429.7735000001 5916681.1004)"
3145,15886,16005,16096,,"LINESTRING (132198.3198999995 5915803.6088, 132224.318 5915685.68)"
3146,15215,15216,15101,,"LINESTRING (131802.2527000001 5916638.6458, 131768.6557 5916631.6566)"
3147,15214,15215,15102,,"LINESTRING (131835.7312000003 5916645.7777, 131802.2527000001 5916638.6458)"
3148,15213,15214,15103,,"LINESTRING (131869.5280999998 5916652.8331, 131835.7312000003 5916645.7777)"
3149,13686,13923,14159,,"LINESTRING (131671.0495999996 5916417.1499, 131656.5948000001 5916383.9244)"
3150,13685,13686,14160,,"LINESTRING (131629.3143999996 5916434.2845, 131671.0495999996 5916417.1499)"
3151,16117,16116,13908,,"LINESTRING (131683.9347999999 5916346.7755, 131647.7752999999 5916363.22)"
3152,15322,16625,18305,,"LINESTRING (132232.3964999998 5915583.4387, 132230.1986999996 5915575.3719)"
3153,1003195,1003197,18306,,"LINESTRING (132207.8778999997 5915578.2313, 132206.9842999997 5915581.8471)"
3154,16625,1003195,15944,,"LINESTRING (132230.1986999996 5915575.3719, 132207.8778999997 5915578.2313)"
3155,15315,16625,16357,,"LINESTRING (132235.6644000001 5915561.4852, 132230.1986999996 5915575.3719)"
3156,15885,15886,16358,,"LINESTRING (132271.6114999996 5915814.9253, 132198.3198999995 5915803.6088)"
3157,15323,15322,16603,,"LINESTRING (132204.7029999997 5915712.6267, 132232.3964999998 5915583.4387)"
3158,14054,15323,16604,,"LINESTRING (132186.1113 5915799.732, 132204.7029999997 5915712.6267)"
3160,1003184,1003204,18207,,"LINESTRING (130790.1370000001 5916281.3007, 130783.4819999998 5916175.3452, 130791.7045 5916154.3002)"
3161,16503,1003206,17089,Terminal/componente desconectado,"LINESTRING (130507.2344000004 5916738.2972, 130503.8995000003 5916760.1186)"
3162,1003197,13678,17093,,"LINESTRING (132206.9842999997 5915581.8471, 132233.0998 5915585.0667, 132129.0349000003 5916075.5824, 132088.8535000002 5916172.8564)"
3163,1003209,1003184,17718,,"LINESTRING (130342.5849000001 5916606.5855, 130342.7426000005 5916614.4672, 130363.8639000002 5916613.6517, 130361.7155999998 5916567.7728, 130485.3507000003 5916549.2458, 130478.4293999998 5916482.1533, 130482.5642999997 5916477.4671, 130641.3912000004 5916486.0415, 130716.2604999999 5916472.7212, 130755.5324999997 5916457.3339, 130788.6036 5916421.5069, 130793.4265000001 5916394.1773, 130795.4934 5916360.1875, 130790.1370000001 5916281.3007)"
3164,16139,16127,13910,,"LINESTRING (131781.6436000001 5916515.3328, 131749.7240000004 5916441.5898)"
3165,14921,16146,14880,,"LINESTRING (131999.2988 5916420.6416, 131967.7276999997 5916346.8112)"
3166,14910,14909,14881,,"LINESTRING (132168.9743999997 5916347.5595, 132190.9358999999 5916397.6853)"
3167,14934,14933,14882,,"LINESTRING (132410.9535999997 5916100.9955, 132335.5477999998 5916132.3386)"
3168,15330,14930,14942,,"LINESTRING (131949.7474999996 5916295.4828, 131947.0981999999 5916299.8311)"
3170,124714,124712,136625,,"LINESTRING (130521.8296999997 5915625.5656, 130530.3048 5915552.4194)"
3171,124717,124718,136630,,"LINESTRING (130404.6381000001 5915611.9872, 130448.6243000003 5915617.0836)"
3172,124718,124715,136631,,"LINESTRING (130448.6243000003 5915617.0836, 130484.4812000003 5915621.2382)"
3173,124715,124714,136632,,"LINESTRING (130484.4812000003 5915621.2382, 130521.8296999997 5915625.5656)"
3176,124642,124633,136543,,"LINESTRING (130634.9800000004 5915838.8637, 130733.8863000004 5915850.5992)"
3177,124635,124633,136545,,"LINESTRING (130727.8135000002 5915901.7803, 130733.8863000004 5915850.5992)"
3178,124636,124637,136546,,"LINESTRING (130721.2498000003 5915924.4245, 130691.3097000001 5915920.8721)"
3179,124638,124637,136547,,"LINESTRING (130695.3158 5915887.1089, 130691.3097000001 5915920.8721)"
3180,124637,124639,136548,,"LINESTRING (130691.3097000001 5915920.8721, 130658.9368000003 5915917.0309)"
3181,15752,15751,14514,,"LINESTRING (130758.0208000001 5916278.1727, 130700.9046 5916277.8468)"
3182,124640,124639,136549,,"LINESTRING (130662.9429000001 5915883.2678, 130658.9368000003 5915917.0309)"
3183,124639,124641,136550,,"LINESTRING (130658.9368000003 5915917.0309, 130626.1666000001 5915913.1427)"
3184,124641,124642,136551,,"LINESTRING (130626.1666000001 5915913.1427, 130634.9800000004 5915838.8637)"
3185,15359,15358,14517,,"LINESTRING (130457.2703 5916319.4412, 130465.5379999997 5916398.1862)"
3186,15358,15357,14518,,"LINESTRING (130465.5379999997 5916398.1862, 130474.1091 5916489.6957)"
3187,15357,13930,14519,,"LINESTRING (130474.1091 5916489.6957, 130481.9813999999 5916552.4602)"
3188,16502,15188,14522,,"LINESTRING (130632.9968999997 5916482.0182, 130476.0520000001 5916473.7556)"
3189,124648,124642,136542,,"LINESTRING (130539.0528999995 5915827.4817, 130634.9800000004 5915838.8637)"
3190,124644,124643,136552,,"LINESTRING (130598.6009999998 5915868.7857, 130593.7937000003 5915909.3015)"
3191,16496,16497,14610,,"LINESTRING (130843.2373000002 5916034.809, 130824.1410999997 5916113.5028)"
3192,15771,15770,15260,,"LINESTRING (130777.8619999997 5916165.6164, 130785.3612000002 5916289.1646)"
3193,15770,15769,15261,,"LINESTRING (130785.3612000002 5916289.1646, 130792.9192000004 5916361.3232)"
3194,15764,15765,15262,,"LINESTRING (130755.7127 5916434.5834, 130720.3444999997 5916434.5451)"
3195,15760,15765,15263,,"LINESTRING (130712.9667999996 5916395.1675, 130720.3444999997 5916434.5451)"
3196,124643,124645,136553,,"LINESTRING (130593.7937000003 5915909.3015, 130562.0165999997 5915905.5311)"
3197,124646,124645,136554,,"LINESTRING (130566.8239000002 5915865.0153, 130562.0165999997 5915905.5311)"
3198,124645,124647,136555,,"LINESTRING (130562.0165999997 5915905.5311, 130530.2395000001 5915901.7606)"
3199,124647,124648,136556,,"LINESTRING (130530.2395000001 5915901.7606, 130539.0528999995 5915827.4817)"
3200,124721,124710,136621,,"LINESTRING (130551.5582999997 5915588.8942, 130582.6065999996 5915592.4879)"
3201,124710,124708,136622,,"LINESTRING (130582.6065999996 5915592.4879, 130586.1173 5915559.3324)"
3202,124660,124656,136574,,"LINESTRING (130341.2406000001 5915804.0106, 130438.1606999999 5915815.5105)"
3203,124654,124653,136576,,"LINESTRING (130396.9743999997 5915885.9483, 130429.3472999996 5915889.7895)"
3204,124649,124650,136577,,"LINESTRING (130502.2767000003 5915857.3566, 130497.4693999998 5915897.8724)"
3205,124650,124651,136578,,"LINESTRING (130497.4693999998 5915897.8724, 130463.1103999997 5915893.7956)"
3206,124652,124651,136579,,"LINESTRING (130467.9177999999 5915853.2798, 130463.1103999997 5915893.7956)"
3207,124651,124653,136580,,"LINESTRING (130463.1103999997 5915893.7956, 130429.3472999996 5915889.7895)"
3208,124653,124656,136581,,"LINESTRING (130429.3472999996 5915889.7895, 130438.1606999999 5915815.5105)"
3209,124656,124648,136582,,"LINESTRING (130438.1606999999 5915815.5105, 130539.0528999995 5915827.4817)"
3210,124702,124701,136605,,"LINESTRING (130661.9682999998 5915644.5281, 130713.8457000004 5915650.5424)"
3211,124701,124699,136606,,"LINESTRING (130713.8457000004 5915650.5424, 130718.2768999999 5915612.2984)"
3212,124700,124699,136607,,"LINESTRING (130680.0403000005 5915607.9943, 130718.2768999999 5915612.2984)"
3213,124699,124697,136608,,"LINESTRING (130718.2768999999 5915612.2984, 130722.7083999999 5915574.0507)"
3214,124698,124697,136609,,"LINESTRING (130684.5252999999 5915569.63, 130722.7083999999 5915574.0507)"
3215,124697,124696,136610,,"LINESTRING (130722.7083999999 5915574.0507, 130727.1611000001 5915535.6207)"
3217,124703,124706,136612,,"LINESTRING (130650.6683999998 5915640.4934, 130659.1434000004 5915567.3473)"
3219,124704,124711,136619,,"LINESTRING (130613.5990000004 5915636.1984, 130578.0197000001 5915632.076)"
3220,124711,124710,136620,,"LINESTRING (130578.0197000001 5915632.076, 130582.6065999996 5915592.4879)"
3221,15763,15762,14505,,"LINESTRING (130775.1075999998 5916169.3452, 130782.3372 5916292.8524)"
3222,15761,15760,14506,,"LINESTRING (130785.9661999997 5916394.2876, 130712.9667999996 5916395.1675)"
